RevolvingUtilizationOfUnsecuredLines,DebtRatio,MonthlyIncome,NumberOfTimes90DaysLate,age,SeriousDlqin2yrs
0.21286031,0.563752087,9583.0,0.0,36.0,0.0
0.012682366,0.412979783,6825.0,0.0,60.0,0.0
0.121557062,0.342971419,12000.0,0.0,58.0,0.0
0.040795358,0.801999355,3100.0,0.0,49.0,0.0
0.147712223,0.034847816,6800.0,0.0,40.0,0.0
0.0,0.726566993,3477.0,0.0,50.0,0.0
0.323719804,0.610841267,5146.0,0.0,63.0,0.0
0.36459777,0.593899089,6916.0,0.0,42.0,0.0
0.170103002,0.138461538,7734.0,0.0,36.0,0.0
0.05538241,0.089091313,4500.0,0.0,72.0,0.0
0.16653274,0.543625949,7506.0,0.0,53.0,0.0
0.008632035,0.365151154,4200.0,0.0,79.0,0.0
0.13527952,0.342005076,9455.0,0.0,58.0,0.0
0.167571389,0.330733853,5000.0,0.0,69.0,0.0
0.9999999,0.005319149,2255.0,1.0,69.0,0.0
0.068335151,0.010927876,10065.0,0.0,75.0,0.0
0.405183973,0.667835346,7700.0,0.0,46.0,0.0
0.676195456,0.436665827,3970.0,1.0,55.0,0.0
0.085338293,0.477503628,6200.0,0.0,51.0,1.0
0.03833451,0.438912218,5000.0,0.0,56.0,0.0
0.714980139,0.47090194,15000.0,0.0,55.0,0.0
0.043032042,0.332016389,6833.0,0.0,64.0,0.0
0.9999999,0.156259612,3250.0,0.0,55.0,0.0
0.231692268,0.119660709,3300.0,0.0,40.0,0.0
0.035489848,0.308438695,3400.0,0.0,69.0,0.0
0.045423864,0.181311286,5200.0,0.0,64.0,0.0
0.311954668,0.269281443,9866.0,0.0,61.0,0.0
0.078738916,0.166215372,4800.0,0.0,46.0,0.0
0.137609462,0.429533892,7272.0,0.0,49.0,0.0
0.030173038,0.17386957,9000.0,0.0,64.0,0.0
0.021978375,0.443755624,10000.0,0.0,40.0,0.0
0.443696851,0.024340075,5833.0,0.0,27.0,0.0
0.292365949,0.420180551,8750.0,0.0,50.0,0.0
0.9999999,0.358101135,1937.0,1.0,66.0,0.0
0.9999999,0.04965839,6000.0,0.0,62.0,0.0
0.028113957,0.031349387,2200.0,0.0,61.0,0.0
0.593985244,0.332698534,5250.0,0.0,63.0,0.0
0.017508178,0.135589153,4166.0,0.0,73.0,0.0
0.611865678,0.04578345,7600.0,0.0,72.0,0.0
0.333060631,0.700153374,5215.0,0.0,52.0,0.0
0.009025178,0.376836435,8167.0,0.0,45.0,0.0
0.260271523,0.296854804,6962.0,0.0,44.0,0.0
0.455950788,0.701766078,6001.0,0.0,63.0,0.0
0.080288098,0.322446259,6000.0,0.0,37.0,0.0
0.181557324,0.56071964,2000.0,0.0,36.0,0.0
0.147123525,0.436025621,6400.0,0.0,41.0,0.0
0.025601772,0.262773723,10000.0,0.0,63.0,0.0
0.0,0.002465931,7704.0,0.0,76.0,0.0
0.196372799,0.537485582,2600.0,0.0,43.0,0.0
0.083945242,0.588073078,2900.0,0.0,64.0,0.0
0.034833091,0.460246187,12916.0,0.0,67.0,0.0
0.787522133,0.353860086,4416.0,0.0,52.0,0.0
0.125429152,0.476704659,5000.0,0.0,55.0,0.0
0.06037487,0.578676723,5833.0,0.0,42.0,0.0
0.9999999,0.0,5848.749012288083,0.0,28.0,0.0
0.295928252,0.283765445,14000.0,0.0,47.0,0.0
0.973339258,0.209961825,5500.0,0.0,61.0,1.0
0.002856735,0.000285687,10500.0,0.0,73.0,0.0
0.9999999,0.040493251,6000.0,0.0,68.0,0.0
0.053431552,0.20364404,9000.0,0.0,41.0,0.0
0.732660667,0.14041952,9200.0,0.0,44.0,0.0
0.084220458,0.458551158,6694.0,0.0,42.0,0.0
0.114561798,0.359964004,10000.0,0.0,40.0,0.0
0.012151003,0.008886914,4500.0,0.0,78.0,0.0
0.09811305,0.257017809,6625.0,0.0,49.0,0.0
0.011883886,0.092913547,9750.0,0.0,54.0,0.0
0.75264947,0.058322869,7166.0,0.0,33.0,0.0
0.112321289,0.266909775,8500.0,0.0,53.0,0.0
0.634327056,0.123125125,15000.0,0.0,49.0,0.0
0.15576324,0.278077082,4825.0,0.0,44.0,0.0
0.0,0.007988922,9387.0,0.0,63.0,0.0
0.034645112,0.125189985,12500.0,0.0,65.0,0.0
0.412398622,0.037259615,4991.0,0.0,28.0,0.0
0.976531824,0.264078812,6800.0,0.0,32.0,0.0
0.267541336,0.637607437,5700.0,0.0,59.0,0.0
0.019779326,0.267149259,2900.0,0.0,76.0,0.0
0.010402205,0.094140517,3600.0,0.0,68.0,0.0
0.029816467,0.175139978,4464.0,0.0,68.0,0.0
0.181713732,0.130453416,11666.0,0.0,57.0,0.0
0.051368557,0.445277361,4668.0,0.0,68.0,0.0
0.220823719,0.637749121,1705.0,0.0,46.0,1.0
0.008099838,0.389895596,8332.0,0.0,69.0,0.0
0.0,0.326383681,6666.0,0.0,44.0,0.0
0.006099797,0.139429485,3750.0,0.0,28.0,0.0
0.909538698,0.595653913,7500.0,0.0,53.0,0.0
0.941072508,0.178184282,8855.0,0.0,40.0,0.0
0.991667222,0.554878049,5411.0,0.0,36.0,0.0
0.691488418,0.272721679,16250.0,0.0,42.0,0.0
0.112855258,0.307576329,2652.0,0.0,64.0,0.0
0.048244493,0.262879153,16615.0,0.0,62.0,0.0
0.9999999,0.0,5480.0,0.0,62.0,0.0
0.074256375,0.347930414,5000.0,0.0,49.0,0.0
0.144878408,0.28446242,8900.0,0.0,66.0,0.0
0.191001932,0.705627706,5081.0,0.0,54.0,0.0
0.371875401,0.53628857,2300.0,0.0,29.0,0.0
0.025856408,0.083799311,13054.0,0.0,67.0,0.0
0.547887778,0.24651504,2725.0,0.0,29.0,0.0
0.271668778,0.282830201,15800.0,0.0,46.0,0.0
0.897203427,0.787803049,4000.0,0.0,68.0,0.0
0.25889775,0.537441339,4900.0,0.0,33.0,0.0
0.0,0.03988553,5590.0,0.0,55.0,0.0
0.035940506,0.271186441,6666.0,0.0,46.0,0.0
0.9999999,0.046633911,11600.0,0.0,66.0,0.0
0.465238835,0.391427671,3172.0,1.0,66.0,0.0
0.696411671,0.408871921,11000.0,0.0,52.0,0.0
0.544497658,0.166766647,6667.0,1.0,32.0,0.0
0.081238383,0.066830086,7750.0,0.0,51.0,0.0
0.948762809,0.144948404,4166.0,0.0,27.0,0.0
0.0,0.463610776,7460.0,0.0,32.0,0.0
0.016598893,0.136575616,1500.0,0.0,30.0,0.0
0.063329564,0.329935275,6179.0,0.0,37.0,0.0
0.093638481,0.042836573,8333.0,0.0,49.0,0.0
0.0,0.184027338,7900.0,0.0,37.0,0.0
0.730271957,0.632794037,5500.0,0.0,36.0,0.0
0.426371142,0.406053995,3666.0,0.0,62.0,0.0
0.948978489,0.043744532,8000.0,0.0,57.0,0.0
0.0,0.0,4200.0,0.0,59.0,0.0
0.022890604,0.288477299,6100.0,0.0,37.0,0.0
0.155240525,0.483518065,6946.0,0.0,52.0,0.0
0.067259209,0.168340507,2090.0,0.0,29.0,0.0
0.284236153,0.318890815,7500.0,0.0,45.0,0.0
0.727560021,0.712458746,2423.0,0.0,38.0,0.0
0.687779097,0.249471161,7090.0,0.0,62.0,0.0
0.9999999,0.0,4840.431851147398,0.0,29.0,0.0
0.033708851,0.408706353,6500.0,0.0,41.0,0.0
0.0,0.193935355,3000.0,0.0,29.0,0.0
0.0,0.388320836,4400.0,0.0,55.0,0.0
0.100773109,0.199761673,9230.0,0.0,41.0,0.0
0.399946674,0.189702574,4000.0,0.0,28.0,0.0
0.052653171,0.572292191,1984.0,0.0,43.0,0.0
0.072318616,0.426412462,4300.0,0.0,71.0,0.0
0.203959597,0.072914726,16100.0,0.0,46.0,0.0
0.9999999,0.090341011,5600.0,0.0,30.0,0.0
0.880370887,0.461323764,7523.0,0.0,43.0,1.0
0.429246267,0.381254316,15928.0,0.0,59.0,0.0
0.360907571,0.356679286,3697.0,0.0,72.0,0.0
0.335737457,0.45722203,5773.0,0.0,50.0,0.0
0.9999999,0.184625639,4500.0,0.0,37.0,0.0
0.630073985,0.563328034,1886.0,0.0,38.0,0.0
0.028423247,0.033982276,14330.0,0.0,59.0,0.0
0.143427862,0.119463561,5666.0,0.0,67.0,0.0
0.186682782,0.698120752,2500.0,0.0,30.0,0.0
0.457526639,0.333583302,8000.0,0.0,51.0,0.0
0.013916922,0.017655818,4700.0,0.0,54.0,0.0
0.012586354,0.009596162,2500.0,0.0,79.0,0.0
0.543445655,0.267146571,5000.0,0.0,46.0,0.0
0.082317351,0.214426305,8636.0,0.0,64.0,0.0
0.292541492,0.164917541,2000.0,0.0,74.0,0.0
0.024240472,0.101514142,10500.0,0.0,64.0,0.0
0.047650102,0.387956894,9000.0,0.0,63.0,0.0
0.739146488,0.285156885,6150.0,0.0,63.0,1.0
0.186890655,0.655589124,3640.0,0.0,54.0,0.0
0.007501937,0.278226307,8050.0,0.0,63.0,0.0
0.522314625,0.290229092,14491.0,0.0,45.0,0.0
0.903231566,0.13080895,5228.0,0.0,57.0,0.0
0.017043518,0.10821382,2300.0,0.0,43.0,0.0
0.466334165,0.007495315,3201.0,0.0,34.0,0.0
0.9999999,0.0,4200.0,0.0,60.0,0.0
0.267905614,0.285452994,8200.0,0.0,76.0,0.0
0.029694361,0.070513488,9600.0,0.0,76.0,0.0
0.305246317,0.188281635,10154.0,0.0,39.0,0.0
0.702493864,0.582162622,4697.0,0.0,63.0,0.0
0.742436041,0.414081023,9700.0,0.0,52.0,0.0
0.002556199,0.115826132,7752.0,0.0,58.0,0.0
0.088845558,0.073772011,5394.0,0.0,62.0,0.0
0.006666097,0.000268637,7444.0,0.0,27.0,0.0
0.014049649,0.352214765,3724.0,0.0,27.0,0.0
0.9999999,0.092985318,3064.0,0.0,35.0,0.0
0.368866624,0.437996083,9700.0,0.0,55.0,0.0
0.054553316,0.043259135,16666.0,0.0,73.0,0.0
0.179487766,0.492529978,10173.0,0.0,51.0,0.0
0.026885902,0.344879921,11200.0,0.0,36.0,0.0
0.07083751,0.255290785,6000.0,0.0,64.0,0.0
0.030996074,0.131430952,4800.0,0.0,56.0,0.0
0.144914011,0.045366363,6700.0,0.0,37.0,0.0
0.020074662,0.334245422,4750.0,0.0,36.0,0.0
0.733885463,0.369223765,8785.0,0.0,49.0,1.0
0.03157211,0.644706486,3900.0,0.0,39.0,0.0
0.397702982,0.41627543,5750.0,0.0,38.0,0.0
0.0,0.386728192,4550.0,0.0,73.0,0.0
0.9999999,0.130140954,5178.0,0.0,79.0,0.0
0.010887967,0.725137431,2000.0,0.0,55.0,0.0
0.686083014,0.16069592,11667.0,1.0,57.0,0.0
0.212464485,0.518991188,3290.0,0.0,58.0,0.0
0.006956358,0.003278689,2439.0,0.0,52.0,0.0
0.073251754,0.446688128,10250.0,0.0,51.0,0.0
0.431904058,0.41905226,8208.0,1.0,63.0,0.0
0.026944485,0.686736475,4583.0,0.0,41.0,0.0
0.297094601,0.603763294,3666.0,0.0,43.0,0.0
0.922670104,0.207789429,9345.0,0.0,40.0,0.0
0.051077957,0.306409131,3416.0,0.0,74.0,0.0
0.319190816,0.358153388,9400.0,0.0,49.0,0.0
0.008737352,0.209965006,6000.0,0.0,68.0,0.0
0.0,0.785229953,6783.0,0.0,57.0,0.0
0.243674266,0.179979778,8900.0,0.0,48.0,0.0
0.028910707,0.013543599,5389.0,0.0,52.0,0.0
0.50329934,0.454057468,3166.0,0.0,55.0,0.0
0.799981673,0.671076012,5064.0,0.0,61.0,0.0
0.069987933,0.114004783,3762.0,0.0,33.0,0.0
0.067901335,0.065493451,10000.0,0.0,69.0,0.0
0.740635161,0.432010059,5566.0,0.0,39.0,0.0
0.9999999,0.095584668,2060.0,0.0,32.0,0.0
0.092287617,0.229436075,7500.0,0.0,61.0,0.0
0.0,0.177007047,7236.0,0.0,37.0,0.0
0.07807727,0.566105156,3917.0,0.0,60.0,0.0
0.201943642,0.394460554,10000.0,0.0,46.0,0.0
0.077958915,0.053530226,6500.0,0.0,57.0,0.0
0.205676486,0.130309575,8333.0,0.0,57.0,0.0
0.9999999,0.006731051,3416.0,0.0,32.0,1.0
0.57985084,0.594224361,2700.0,0.0,42.0,1.0
0.073393457,0.384761524,10000.0,0.0,38.0,0.0
0.073123172,0.216405216,5290.0,0.0,33.0,0.0
0.745173448,0.168767792,4917.0,0.0,68.0,0.0
0.10088331,0.280494456,5500.0,1.0,52.0,0.0
0.347665233,0.041583367,2500.0,0.0,46.0,0.0
0.354125994,0.558762411,4330.0,0.0,57.0,0.0
0.540204354,0.034395414,7500.0,1.0,34.0,0.0
0.640927271,0.52409692,11266.0,0.0,53.0,0.0
0.058271403,0.374304267,4311.0,0.0,76.0,0.0
0.719305764,0.186225718,6228.0,0.0,64.0,0.0
0.045017363,0.020763907,3900.0,0.0,72.0,0.0
0.35592819,0.478090767,7667.0,0.0,48.0,0.0
0.57762185,0.4925,6399.0,0.0,71.0,0.0
0.173428408,0.086269282,5250.0,0.0,51.0,0.0
0.401789055,0.412779302,2550.0,0.0,55.0,0.0
0.301152442,0.254661625,7668.0,0.0,46.0,0.0
0.067512585,0.44723563,9115.0,0.0,43.0,0.0
0.0,0.205971968,1640.0,0.0,75.0,0.0
0.993335555,0.068227425,4484.0,0.0,31.0,0.0
0.138793584,0.384074741,11666.0,0.0,43.0,0.0
0.193584801,0.532754538,3800.0,0.0,51.0,0.0
0.001124859,0.057990335,6000.0,1.0,28.0,0.0
0.485558448,0.09963548,6583.0,0.0,51.0,0.0
0.979521555,0.467850417,7433.0,0.0,55.0,0.0
0.090641506,0.016683267,4015.0,0.0,69.0,0.0
0.38480769,0.533099636,7416.0,0.0,42.0,0.0
0.183676155,0.660528423,2497.0,0.0,33.0,0.0
0.9999999,0.228402866,2372.0,0.0,54.0,1.0
0.290320472,0.262848568,7996.0,0.0,48.0,0.0
0.052161271,0.067629397,6993.0,0.0,49.0,0.0
0.412657703,0.195074372,4100.0,1.0,66.0,0.0
0.091201293,0.568886223,5000.0,0.0,49.0,0.0
0.500234532,0.278025952,4700.0,0.0,46.0,0.0
0.065630892,0.162635688,5250.0,0.0,31.0,0.0
0.499666889,0.450171821,3200.0,0.0,39.0,0.0
0.289470539,0.4825614,8916.0,0.0,44.0,0.0
0.814154511,0.297139683,3600.0,0.0,50.0,1.0
0.016406971,0.001785714,5599.0,0.0,55.0,0.0
0.078497383,0.207274054,8220.0,0.0,52.0,0.0
0.029692431,0.287187752,6204.0,0.0,58.0,0.0
0.01255887,0.044762033,7416.0,0.0,62.0,0.0
0.062093267,0.230261579,8333.0,0.0,42.0,0.0
0.551889862,0.790613718,3600.0,0.0,42.0,0.0
0.640058527,0.055984556,9841.0,0.0,39.0,1.0
0.581815774,0.724784402,8000.0,0.0,45.0,0.0
0.266371179,0.498488489,12900.0,0.0,58.0,0.0
0.040186458,0.300839136,5600.0,0.0,35.0,0.0
0.955545894,0.524949909,10480.0,0.0,52.0,1.0
0.9543957,0.4842141,8836.0,0.0,45.0,0.0
0.014049887,0.674399608,6120.0,0.0,37.0,0.0
0.329609837,0.437743191,3597.0,0.0,36.0,0.0
0.484099985,0.423251505,10794.0,0.0,40.0,0.0
0.084826988,0.53418212,3612.0,0.0,59.0,0.0
0.9999999,0.60616581,7200.0,0.0,40.0,0.0
0.152250785,0.030774358,9000.0,0.0,49.0,0.0
0.2128856,0.351891786,5100.0,0.0,66.0,0.0
0.9999999,0.200843235,5217.0,0.0,63.0,0.0
0.0,0.0,4700.0,0.0,30.0,0.0
0.576284725,0.785404865,3000.0,0.0,36.0,0.0
0.0,0.0,4500.0,0.0,27.0,0.0
0.10680013,0.747375437,6000.0,0.0,44.0,0.0
0.277436128,0.388566694,3620.0,0.0,59.0,0.0
0.285342534,0.08951092,3250.0,0.0,38.0,0.0
0.622524722,0.353883732,10234.0,0.0,43.0,0.0
0.732711215,0.338531127,8400.0,0.0,29.0,0.0
0.486651335,0.324741695,9000.0,0.0,55.0,0.0
0.584844623,0.293637575,6003.0,0.0,60.0,0.0
0.875440658,0.437717467,1436.0,0.0,37.0,0.0
0.043861767,0.064119265,6908.0,0.0,69.0,0.0
0.03929607,0.480393478,7420.0,0.0,48.0,0.0
0.064835195,0.197624587,8166.0,0.0,56.0,0.0
0.008684579,0.0013269,8289.0,0.0,75.0,0.0
0.9999999,0.138721351,4144.0,0.0,55.0,0.0
0.697812691,0.236980252,12000.0,0.0,31.0,0.0
0.650432993,0.368063194,10000.0,0.0,61.0,0.0
0.30248201,0.348057208,7900.0,0.0,46.0,0.0
0.155644438,0.336831584,2000.0,0.0,56.0,0.0
0.836294011,0.260170076,4350.0,0.0,29.0,0.0
0.293041811,0.373940678,3775.0,0.0,45.0,0.0
0.9999999,0.098937721,4800.0,0.0,49.0,0.0
0.0,0.238076192,10000.0,0.0,51.0,0.0
0.106531463,0.024303074,5595.0,0.0,78.0,0.0
0.250818316,0.240143984,5833.0,0.0,36.0,0.0
0.181579946,0.3539428,6048.0,0.0,54.0,0.0
0.002964536,0.349026844,16800.0,0.0,67.0,0.0
0.048911121,0.102800764,6283.0,0.0,63.0,0.0
0.517045364,0.572590321,7500.0,0.0,61.0,1.0
0.122976319,0.454103343,3289.0,0.0,50.0,0.0
0.387065977,0.350874186,5833.0,0.0,51.0,1.0
0.021741679,0.187762448,5000.0,0.0,70.0,0.0
0.269257489,0.607594937,1500.0,0.0,44.0,0.0
0.996301651,0.306101912,10930.0,0.0,39.0,0.0
0.733914381,0.158975542,4333.0,1.0,33.0,0.0
0.210442588,0.513602495,5770.0,0.0,53.0,0.0
0.095634788,0.175266904,2247.0,0.0,36.0,0.0
0.124801376,0.566894457,6584.0,0.0,62.0,0.0
0.016995185,0.002301937,5212.0,0.0,62.0,0.0
0.964038058,0.263516583,2200.0,0.0,29.0,0.0
0.211206477,0.2138395,2080.0,1.0,44.0,0.0
0.184476515,0.444956049,7166.0,0.0,32.0,0.0
0.0,0.444444444,3500.0,0.0,52.0,0.0
0.187090597,0.506873282,4000.0,0.0,63.0,0.0
0.732202177,0.258576628,12912.0,0.0,44.0,0.0
0.063688754,0.266876688,6665.0,0.0,41.0,0.0
0.616982372,0.191649336,6250.0,0.0,32.0,0.0
0.221106801,0.157212981,7333.0,0.0,43.0,0.0
0.193612774,0.020146833,5856.0,0.0,47.0,0.0
0.014441183,0.145703611,16059.0,0.0,75.0,0.0
0.531963331,0.480082158,18500.0,0.0,64.0,0.0
0.0,0.0,6200.0,0.0,56.0,0.0
0.65854007,0.489714904,5541.0,0.0,55.0,0.0
0.104693763,0.297372704,4300.0,0.0,36.0,0.0
0.046740048,0.404799866,11916.0,0.0,57.0,0.0
0.057887851,0.238127698,4400.0,0.0,56.0,0.0
0.883182488,0.183736947,4500.0,0.0,49.0,0.0
0.088809584,0.295480067,7123.0,0.0,51.0,0.0
0.021319787,0.24496788,2334.0,0.0,64.0,0.0
0.281880372,0.179975176,2416.0,0.0,28.0,0.0
0.402345742,0.337622356,12667.0,0.0,37.0,1.0
0.010350125,0.258589038,3812.0,0.0,52.0,0.0
0.044842922,0.23358954,11318.0,0.0,51.0,0.0
0.007712359,0.156614462,3000.0,0.0,69.0,0.0
0.0,0.370418677,7666.0,0.0,36.0,0.0
0.0,0.62273579,1600.0,0.0,49.0,0.0
0.314685703,0.160317928,16984.0,0.0,51.0,1.0
0.149314411,0.558320373,4500.0,0.0,36.0,1.0
0.0,0.238212526,2841.0,0.0,33.0,0.0
0.037849716,0.162891787,8741.0,0.0,62.0,0.0
0.281115558,0.162186181,4500.0,0.0,69.0,0.0
0.133688867,0.093522183,4800.0,0.0,49.0,0.0
0.0,0.416379181,6666.0,0.0,65.0,0.0
0.827151013,0.219974716,8700.0,0.0,56.0,0.0
0.025082109,0.360879707,3000.0,0.0,57.0,0.0
0.578849363,0.367553674,6613.0,0.0,48.0,0.0
0.020703507,0.645104381,3400.0,0.0,47.0,0.0
0.569824212,0.361421689,11000.0,0.0,40.0,0.0
0.914867126,0.517037339,4900.0,0.0,40.0,0.0
0.0382584,0.009831695,6000.0,0.0,68.0,0.0
0.02731285,0.325335893,2083.0,0.0,65.0,0.0
0.004595129,0.39095856,7166.0,0.0,52.0,0.0
0.042534081,0.009690817,6500.0,0.0,69.0,0.0
0.180162143,0.448326668,9501.0,0.0,40.0,0.0
0.054940099,0.662152897,5833.0,0.0,35.0,0.0
0.175434349,0.149077983,4500.0,0.0,47.0,0.0
0.019883105,0.028599606,6083.0,0.0,64.0,0.0
0.990764426,0.361340457,4117.0,0.0,36.0,1.0
0.386084012,0.166452387,11666.0,0.0,49.0,0.0
0.008287427,0.115171335,7032.0,0.0,55.0,0.0
0.058687793,0.335733141,8333.0,0.0,35.0,0.0
0.091106715,0.035418452,3500.0,0.0,63.0,0.0
0.023114333,0.513540291,9083.0,0.0,64.0,0.0
0.083426677,0.037871034,2930.0,0.0,64.0,0.0
0.192722211,0.457930642,7035.0,0.0,77.0,0.0
0.106517279,0.263151915,8800.0,0.0,40.0,0.0
0.01239876,0.207518671,11916.0,0.0,50.0,0.0
0.9999999,0.00711943,12500.0,0.0,56.0,0.0
0.003938695,0.199949219,7876.0,0.0,75.0,0.0
0.520418652,0.232918082,2648.0,0.0,36.0,0.0
0.160899231,0.182363527,3333.0,0.0,33.0,0.0
0.252505361,0.442592901,6000.0,0.0,52.0,0.0
0.035670256,0.427674963,9401.0,0.0,62.0,0.0
0.009639594,0.262440354,4400.0,0.0,52.0,0.0
